file_id,author,title,volume,birth,death,wordcount
wintherchr01val_workid72097, Christian Winther,Serenade,Poetiske Skrifter 1,1796,1876,237.0
grundtvig11val_workid82578, N.F.S. Grundtvig,Menneskens søn og troens aand,SAMLET UDGAVE,1783,1872,181.0
baggesen02val_workid67032, Jens Baggesen,Vers for prosa,Riimbreve og Epistler,1764,1826,844.0
bording01val_workid71083, Anders Bording,Ret saa; ret lige saa vil med frit moed begyndes,Digte,1619,1677,1016.0
claussen04val_workid62853, Sophus Claussen,Den anden svarer,Lyrik II,1865,1931,185.0
hauch03val_workid80928, Carsten Hauch,Gustav adolph,UDVALGTE SKRIFTER III,1790,1872,1383.0
aare01val_workid67101, Emil Aarestrup,Jesus paa havet.,Samlede Skrifter I,1800,1856,213.0
munp1_workid67244, Gustaf Munch-Petersen,Og gud talte,samlede skrifter I,1912,1938,214.0
drachmann01_workid83338, Holger Drachmann,Fra klitten en hverdagshistorie,SAMLEDE POETISKE SKRIFTER FØRSTE BIND,1846,1908,2945.0
kingo04val_workid59959, Thomas Kingo,"O store ting, og tegn som skulle skee",Samlede Skrifter 4,1634,1703,151.0
blich06_workid85901, Steen Steensen Blicher,Horsegommen,Udvalgte Værker,1782,1848,143.0
aakjaer01val_workid59737, Jeppe Aakjær,Gravvers,SAMLEDE VÆRKER I,1866,1930,100.0
jacobjp08val_workid71556, J.P. Jacobsen,En cactus springer ud (dk),Lyrik og prosa,1847,1885,6044.0
worm01val_workid58958, Jacob Worms,Den stumme sorg.,SKRIFTER,1642,1693,317.0
wintherchr01val_workid71632, Christian Winther,Vaarsang i høst,Poetiske Skrifter 1,1796,1876,177.0
heibergjl05val_workid54602, Johan Ludvig Heiberg,Gudstjeneste,Nye Digte 1841,1791,1860,2212.0
blich06_workid93352, Steen Steensen Blicher,Sophie amalie ,Udvalgte Værker,1782,1848,416.0
kingo04val_workid99677, Thomas Kingo,"Søde synd, du vellyst-engel",Samlede Skrifter 4,1634,1703,745.0
stub02val_workid61367, Ambrosius Stub,"Giv dig, min kiere siel, til roe",Digte,1705,1758,172.0
claussen06val_workid64180, Sophus Claussen,Efterlysning,Lyrik IV,1865,1931,213.0
stub02val_workid62474, Ambrosius Stub,Drømmen. efter byron.,Digte,1705,1758,417.0
hcaeventyr04val_workid62912, Hans Christian Andersen,En historie,Eventyr IV,1805,1875,2026.0
grundtvig12val_workid77780, N.F.S. Grundtvig,Der var en kæmpe over kæmper alle,SAMLET UDGAVE,1783,1872,774.0
claussen08val_workid62169, Sophus Claussen,Denstærke dame i teltet,Lyrik VI,1865,1931,131.0
aakjaer01val_workid73564, Jeppe Aakjær,Karup aa,SAMLEDE VÆRKER I,1866,1930,526.0
ewald05val_workid70869, Johannes Ewald,I anledning af den sal. mad. jakobsens dødsfald i rondsted den 1 may 1775,Samlede skrifter,1743,1781,643.0
aare04val_workid64081, Emil Aarestrup,Den 23 juli 1851.,Samlede Skrifter IV,1800,1856,258.0
brorson02val_workid61367, Hans Adolph Brorson,"Giv dig, min kiere siel, til roe",Samlede skrifter,1694,1764,1142.0
rode_02_workid61830, Helge Rode,Svømmeren,DIGTE,1870,1937,285.0
claussen06val_workid65658, Sophus Claussen,"Det er ikke nok, ofelia . . .",Lyrik IV,1865,1931,216.0
kingo01val_workid88050, Thomas Kingo,Gravskrift over hans atke 1675,Samlede Skrifter 1,1634,1703,173.0
brorson01_workid134018, Hans Adolph Brorson,"Hvor skal jeg synder hen,",Samlede skrifter,1694,1764,765.0
bording01val_workid135884, Anders Bording,O vee hvor ilde mig bekom,Digte,1619,1677,106.0
ewald04val_workid75833, Johannes Ewald,Paa kongens fødsels-dag 1772,Samlede skrifter,1743,1781,238.0
ewald04val_workid57699, Johannes Ewald,"Sørge-sange opført i roeskilde dom-kirke den 14de junii 1770, ... (1770)",Samlede skrifter,1743,1781,372.0
ewald03val_workid60839, Johannes Ewald,Tanker i anledning af hr. hans ebbesen ... (1765),Samlede skrifter,1743,1781,537.0
kingo04val_workid94126, Thomas Kingo,Paa gud jeg mig ævindelig,Samlede Skrifter 4,1634,1703,203.0
kingo04val_workid119282, Thomas Kingo,I jøde-børn abrahams slegt,Samlede Skrifter 4,1634,1703,288.0
brorson01_workid63662, Hans Adolph Brorson,"Hvorledes skal jeg møde,",Samlede skrifter,1694,1764,758.0
blich06_workid86966, Steen Steensen Blicher,Ternen,Udvalgte Værker,1782,1848,255.0
aare04val_workid67502, Emil Aarestrup,Hellige ensomhed,Samlede Skrifter IV,1800,1856,112.0
boedtcher01_workid80463, Ludvig Bødtcher,Nu knoppes atter træet,SAMLEDE DIGTE,1793,1874,106.0
brorson02val_workid140800, Hans Adolph Brorson,Op! op! at møde,Samlede skrifter,1694,1764,799.0
munp2_workid67638, Gustaf Munch-Petersen,Længsel efter en skæbne,samlede skrifter II,1912,1938,109.0
aakjaer01val_workid68983, Jeppe Aakjær,Skuespillerinden paa heden,SAMLEDE VÆRKER I,1866,1930,207.0
aare04val_workid56623, Emil Aarestrup,Til o. bang.,Samlede Skrifter IV,1800,1856,467.0
claussen07val_workid57443, Sophus Claussen,Sangene,Lyrik V,1865,1931,175.0
richardt02_workid74805, Christian Richardt,Tamt og vildt.,SAMLEDE DIGTE. ANDEN DEEL.,1831,1892,604.0
wintherchr01val_workid68979, Christian Winther,Fra piazza del popolo · ii,Poetiske Skrifter 1,1796,1876,1339.0
brorson03grval_workid95620, Hans Adolph Brorson,Brorsons vita ved  bispevielsen 1741,Samlede skrifter,1694,1764,2610.0
grundtvig11val_workid119385, N.F.S. Grundtvig,Et drømme-syn for hedninger,SAMLET UDGAVE,1783,1872,563.0
claussen08val_workid56716, Sophus Claussen,Anraabelse,Lyrik VI,1865,1931,287.0
aarestrup07val_workid63573, Emil Aarestrup,Bylivet (dk),Udvalgte digte,1800,1856,247.0
grundtvig11val_workid124066, N.F.S. Grundtvig,"Skiændige judas, som fandt det uhyre",SAMLET UDGAVE,1783,1872,279.0
kingo09val_workid66261, Thomas Kingo,I paris,Digtning i udvalg,1634,1703,731.0
claussen11val_workid73552, Sophus Claussen,Et løst udkast,Lyrik IX:1,1865,1931,599.0
grundtvig11val_workid145814, N.F.S. Grundtvig,Vuggens engel kom til jord,SAMLET UDGAVE,1783,1872,116.0
hauch03val_workid85645, Carsten Hauch,"Sang ved naturforskermødet i kjøbenhavn, i sommeren 1860",UDVALGTE SKRIFTER III,1790,1872,222.0
bording01val_workid86194, Anders Bording,Velkommen gyldne soel och ljus,Digte,1619,1677,429.0
kaalund01_workid70688, H. V. Kaalund,Revolutionstiden.,SAMLEDE DIGTE,1818,1885,1801.0
oehl01val_workid74143, Adam Oehlenschläger,Faareveile skov,POETISKE SKRIFTER I,1779,1850,265.0
aare03val_workid71456, Emil Aarestrup,Den sovende [karether rulled i sandet],Aarestrup vol 3,1800,1856,101.0
aare01val_workid75519, Emil Aarestrup,D: 22de septbr 1824,Samlede Skrifter I,1800,1856,122.0
hertz10_lev_workid56546, Henrik Hertz,Ved nattetid,Blandede Digte,1798,1870,165.0
aakjaer02val_workid63398, Jeppe Aakjær,Jens kuk.,SAMLEDE VÆRKER II,1866,1930,244.0
claussen03val_workid65846, Sophus Claussen,Credo,Lyrik I,1865,1931,193.0
kingo01val_workid89109, Thomas Kingo,Gravskrift over anna staphrophschy enke efter christen lyxdorf 1689,Samlede Skrifter 1,1634,1703,141.0
baggesen02val_workid70530, Jens Baggesen,Rom og paris,Riimbreve og Epistler,1764,1826,803.0
rode_01_workid60820, Helge Rode,Hvem er jeg?,HVIDE BLOMSTER,1870,1937,195.0
brorson01_workid95932, Hans Adolph Brorson,"O du sielens største glæde,",Samlede skrifter,1694,1764,859.0
kingo04val_workid75766, Thomas Kingo,Herodes hvorfor frygter du,Samlede Skrifter 4,1634,1703,158.0
rode_02_workid56892, Helge Rode,Aa-fruen,DIGTE,1870,1937,263.0
goldschmidt02t_workid54268, Meir Aron Goldschmidt,Mendel hertz,Noveller og andre fortællinger,1819,1887,2677.0
kingo09val_workid81337, Thomas Kingo,"Søde jesu, siælens læge (dk)",Digtning i udvalg,1634,1703,115.0
drachmann01_workid80521, Holger Drachmann,I breschen,SAMLEDE POETISKE SKRIFTER FØRSTE BIND,1846,1908,438.0
grundtvig11val_workid143124, N.F.S. Grundtvig,Tag det sorte kors fra graven,SAMLET UDGAVE,1783,1872,389.0
grundtvig11val_workid152537, N.F.S. Grundtvig,"Kom, o hellig-aand, kom brat",SAMLET UDGAVE,1783,1872,192.0
kingo09val_workid68422, Thomas Kingo,Til hvile solen gaar (dk),Digtning i udvalg,1634,1703,591.0
richardt02_workid95996, Christian Richardt,Steen steensen blicher.,SAMLEDE DIGTE. ANDEN DEEL.,1831,1892,321.0
richardt03_workid55448, Christian Richardt,Dobbelt strøm.,SAMLEDE DIGTE. TREDJE DEEL.,1831,1892,272.0
aakjaer01val_workid96906, Jeppe Aakjær,De unges forening,SAMLEDE VÆRKER I,1866,1930,749.0
plough01_workid94690, Carl Ploug,Nikolai peter nielsen,SAMLEDE DIGTE,1813,1894,334.0
claussen04val_workid65075, Sophus Claussen,Kvinderne nordfra,Lyrik II,1865,1931,273.0
hcaeventyr01val_workid80388, Hans Christian Andersen,Svinedrengen,Eventyr I,1805,1875,2107.0
brorson02val_workid121533, Hans Adolph Brorson,"Ach hvad er man dog i jesu salig, mægtig, skiøn og riig",Samlede skrifter,1694,1764,685.0
kingo04val_workid89986, Thomas Kingo,Hører til i høye himle,Samlede Skrifter 4,1634,1703,625.0
kingo04val_workid68654, Thomas Kingo,Til thorvaldsen,Samlede Skrifter 4,1634,1703,964.0
kingo03val_workid77406, Thomas Kingo,"Hierte jesu, hvad for prøve skal",Samlede Skrifter 3,1634,1703,109.0
richardt03_workid78594, Christian Richardt,Ved kong christian den niende's regjerings-jubilæum.,SAMLEDE DIGTE. TREDJE DEEL.,1831,1892,460.0
claussen11val_workid56422, Sophus Claussen,Sommerdag,Lyrik IX:1,1865,1931,174.0
aare01val_workid63398, Emil Aarestrup,Jens kuk.,Samlede Skrifter I,1800,1856,114.0
drachmann01_workid91699, Holger Drachmann,Forbi! efter gieyres maleri i luxembourg les illusions perdues,SAMLEDE POETISKE SKRIFTER FØRSTE BIND,1846,1908,448.0
hertz09_lev_workid69186, Henrik Hertz,Fornarina,Digte fra forskjellige Perioder,1798,1870,203.0
hertz11_lev_workid63858, Henrik Hertz,Poesiens; folkestemme contra æsthetikens polignac.,Digte fra forskellige Perioder,1798,1870,1423.0
stub02val_workid56878, Ambrosius Stub,Impromtu (vel født er vel en trøst),Digte,1705,1758,644.0
grundtvig11val_workid139092, N.F.S. Grundtvig,Guds engel sidder paa gravens bredd,SAMLET UDGAVE,1783,1872,152.0
aarestrup07val_workid77337, Emil Aarestrup,Taarerne (dk),Udvalgte digte,1800,1856,142.0
kingo04val_workid75845, Thomas Kingo,Jesus christ i jødeland,Samlede Skrifter 4,1634,1703,526.0
grundtvig12val_workid97425, N.F.S. Grundtvig,"Nøgen, under torne-krone",SAMLET UDGAVE,1783,1872,576.0
claussen04val_workid94147, Sophus Claussen,Bedeklokker,Lyrik II,1865,1931,214.0
munp2_workid60280, Gustaf Munch-Petersen,Før hun var voxen.,samlede skrifter II,1912,1938,149.0
stub01val_workid71886, Ambrosius Stub,Recept for den dievelske løgnagtighed,Digte,1705,1758,633.0
munp1_workid69591, Gustaf Munch-Petersen,Nomader,samlede skrifter I,1912,1938,165.0
stuckenberg02_workid78307, Viggo Stuckenberg,Jeg er saa fyldt af gode raad,SAMLEDE VÆRKER,1863,1905,186.0
stub01val_workid72227, Ambrosius Stub,"Gravskrift af samme stub i odense over democritus, som kiger ud af en ræve-huule",Digte,1705,1758,224.0
michs_01_workid57931, Sophus Michaëlis,Overskrifter til kronborgs første og anden port [1690],DIGTE,1865,1932,165.0
rode_02_workid54788, Helge Rode,Delfin,DIGTE,1870,1937,336.0
kaalund01_workid56803, H. V. Kaalund,Til nic. fred. sev. grundtvig.,SAMLEDE DIGTE,1818,1885,315.0
aare01val_workid62579, Emil Aarestrup,Bakkehulen.,Samlede Skrifter I,1800,1856,596.0
kingo09val_workid61912, Thomas Kingo,Det aandelige børstenbinderlaug,Digtning i udvalg,1634,1703,363.0
aakjaer02val_workid92545, Jeppe Aakjær,Væverne. (h. heine.),SAMLEDE VÆRKER II,1866,1930,182.0
rode_13_workid56437, Helge Rode,Julenat,DEN VILDE ROSE,1870,1937,518.0
michs_05_workid54881, Sophus Michaëlis,Colleoni,LIVETS FEST,1865,1932,290.0
boedtcher01_workid66914, Ludvig Bødtcher,Morgen i nemi,SAMLEDE DIGTE,1793,1874,665.0
grundtvig11val_workid113768, N.F.S. Grundtvig,Fryd dig ved guds behag,SAMLET UDGAVE,1783,1872,211.0
claussen06val_workid59888, Sophus Claussen,Nocturne,Lyrik IV,1865,1931,161.0
baggesen02val_workid87058, Jens Baggesen,"Den vakte knud, eller bombardementets muelige følger",Riimbreve og Epistler,1764,1826,4487.0
kingo09val_workid79804, Thomas Kingo,Aldrig er jeg uden vaade (dk),Digtning i udvalg,1634,1703,126.0
boedtcher01_workid68003, Ludvig Bødtcher,Paa fregatten bellona i nordsøen 1835,SAMLEDE DIGTE,1793,1874,200.0
aakjaer02val_workid102294, Jeppe Aakjær,Fredløs. (gustav frøding.),SAMLEDE VÆRKER II,1866,1930,384.0
claussen08val_workid65084, Sophus Claussen,Russerinden,Lyrik VI,1865,1931,424.0
drachmann01_workid85850, Holger Drachmann,En strandvasker,SAMLEDE POETISKE SKRIFTER FØRSTE BIND,1846,1908,363.0
claussen05val_workid66439, Sophus Claussen,Venezianske fantasier,Lyrik III,1865,1931,397.0
wintherchr02val_workid60634, Christian Winther,Svend og inger,Poetiske Skrifter 2,1796,1876,1678.0
arrebo01val_workid105666, Anders C. Arrebo,Christian iiii,Samlede Skrifter I,1587,1637,1112.0
claussen06val_workid64627, Sophus Claussen,Maanenat,Lyrik IV,1865,1931,144.0
grundtvig11val_workid87065, N.F.S. Grundtvig,Gud hellig-aand! i tro os lær,SAMLET UDGAVE,1783,1872,138.0
grundtvig12val_workid77231, N.F.S. Grundtvig,Midianiten som en tyrk,SAMLET UDGAVE,1783,1872,613.0
stuckenberg02_workid77357, Viggo Stuckenberg,I nat har det regnet,SAMLEDE VÆRKER,1863,1905,165.0
grundtvig10val_workid134591, N.F.S. Grundtvig,Trøstebrev til danmark,UDVALGTE SKRIFTER,1783,1872,1829.0
ewald02dkval_workid58729, Johannes Ewald,"Ønske til jomfrue cecilia wormstrup, paa hendes fødsels-dag (dk)",Udvalgte digte,1743,1781,200.0
brorson01_workid99351, Hans Adolph Brorson,"Den høye gud, som til min suk sig bøyer,",Samlede skrifter,1694,1764,682.0
richardt02_workid73332, Christian Richardt,H. n. clausen,SAMLEDE DIGTE. ANDEN DEEL.,1831,1892,241.0
munp2_workid70623, Gustaf Munch-Petersen,Italien,samlede skrifter II,1912,1938,2649.0
bang06val_workid54525, Herman Bang,Nytaar 1887,Værker i Mindeudgave 6,1857,1912,431.0
claussen06val_workid63404, Sophus Claussen,"Jeg er imperia, jordmassens dronning",Lyrik IV,1865,1931,344.0
aakjaer01val_workid75457, Jeppe Aakjær,Frederiksberg,SAMLEDE VÆRKER I,1866,1930,315.0
kingo02val_workid73266, Thomas Kingo,"Til chr. v's sundhed, effter et anstød aff en feber 1687",Samlede Skrifter 2,1634,1703,263.0
grundtvig11val_workid147309, N.F.S. Grundtvig,Lov og tak og evig ære,SAMLET UDGAVE,1783,1872,172.0
richardt02_workid87265, Christian Richardt,C. hostrup.,SAMLEDE DIGTE. ANDEN DEEL.,1831,1892,660.0
stub02val_workid57651, Ambrosius Stub,Kantate til festen paa odense gymnasium i anledning af frederik d. femtes fødselsdag 31. marts 1757,Digte,1705,1758,954.0
claussen11val_workid68337, Sophus Claussen,Jeg sad med den vilde lilian,Lyrik IX:1,1865,1931,185.0
stub02val_workid55040, Ambrosius Stub,Vor stoere falsters liv,Digte,1705,1758,1586.0
brorson02val_workid104237, Hans Adolph Brorson,Far dog fort! far dog fort!,Samlede skrifter,1694,1764,751.0
grundtvig12val_workid62654, N.F.S. Grundtvig,Esau var en skytte vild,SAMLET UDGAVE,1783,1872,496.0
claussen11val_workid60853, Sophus Claussen,Georg brandes,Lyrik IX:1,1865,1931,263.0
michs_03_workid65069, Sophus Michaëlis,Scherzo,SOLBLOMSTER,1865,1932,163.0
munp1_workid59286, Gustaf Munch-Petersen,Epistola 79,samlede skrifter I,1912,1938,138.0
hertz09_lev_workid70628, Henrik Hertz,Erindringer fra hirschholm,Digte fra forskjellige Perioder,1798,1870,2956.0
baggesen02val_workid65965, Jens Baggesen,Smagens forfalden,Riimbreve og Epistler,1764,1826,176.0
aakjaer02val_workid84132, Jeppe Aakjær,Trods alt det.,SAMLEDE VÆRKER II,1866,1930,286.0
brorson01_workid122319, Hans Adolph Brorson,"Saa kom o jesu, stærke heldt,",Samlede skrifter,1694,1764,1344.0
rode_13_workid56698, Helge Rode,Dialog,DEN VILDE ROSE,1870,1937,129.0
claussen07val_workid62264, Sophus Claussen,Vilhelm hammershøi,Lyrik V,1865,1931,152.0
kingo09val_workid84888, Thomas Kingo,Ach! hvi kand jeg aldrig lukke (dk),Digtning i udvalg,1634,1703,304.0
brorson01_workid76274, Hans Adolph Brorson,"Bryd giennem, mit anfegtet sind,",Samlede skrifter,1694,1764,964.0
rode_02_workid58848, Helge Rode,Philosofens vise,DIGTE,1870,1937,224.0
claussen04val_workid66814, Sophus Claussen,Kulrøg,Lyrik II,1865,1931,452.0
sthen01val_workid55685, Hans Christensen Sthen,"En almindelig bøn, som kand brugis baade morgen oc afften",Skrifter I En liden Vandrebog,1544,1610,961.0
stuckenberg02_workid83512, Viggo Stuckenberg,Nat,SAMLEDE VÆRKER,1863,1905,629.0
boedtcher01_workid61690, Ludvig Bødtcher,Fodsporet,SAMLEDE DIGTE,1793,1874,443.0
kingo01val_workid95082, Thomas Kingo,Indskrift paa dend store knap paa st. knuds spir 1694,Samlede Skrifter 1,1634,1703,259.0
aarestrup07val_workid74134, Emil Aarestrup,Angst,Udvalgte digte,1800,1856,459.0
aare03val_workid73160, Emil Aarestrup,Henrykkelse,Aarestrup vol 3,1800,1856,107.0
stuckenberg02_workid67528, Viggo Stuckenberg,Decembernat,SAMLEDE VÆRKER,1863,1905,183.0
kingo03val_workid75880, Thomas Kingo,"Naar jeg, o gud! mit synde-dyb",Samlede Skrifter 3,1634,1703,109.0
grundtvig10val_workid129516, N.F.S. Grundtvig,Mellem-leddene,UDVALGTE SKRIFTER,1783,1872,512.0
kingo04val_workid82510, Thomas Kingo,Psychen,Samlede Skrifter 4,1634,1703,474.0
kingo04val_workid87071, Thomas Kingo,Hvi vilt du saa dig klage,Samlede Skrifter 4,1634,1703,357.0
heibergjl04val_workid112646, Johan Ludvig Heiberg,Emilies hjertebanken,Dramatik i udvalg,1791,1860,1831.0
stuckenberg02_workid76523, Viggo Stuckenberg,Juninat,SAMLEDE VÆRKER,1863,1905,126.0
rode_13_workid55035, Helge Rode,Frodighed og døden,DEN VILDE ROSE,1870,1937,250.0
brorson02val_workid124437, Hans Adolph Brorson,Hvem der havde dog forlaaret,Samlede skrifter,1694,1764,404.0
hertz09_lev_workid56048, Henrik Hertz,Blandt klipperne,Digte fra forskjellige Perioder,1798,1870,959.0
aakjaer01val_workid80859, Jeppe Aakjær,Fræ den jen jepp aa te denaan. ved antikwarboghandler jepp poulsens 25-ors jubilæum,SAMLEDE VÆRKER I,1866,1930,139.0
grundtvig11val_workid111783, N.F.S. Grundtvig,Lad det klinge sødt i sky,SAMLET UDGAVE,1783,1872,181.0
richardt03_workid85956, Christian Richardt,Prolog til j. l. heibergs mindefest.,SAMLEDE DIGTE. TREDJE DEEL.,1831,1892,968.0
staffeldt01val_workid100471, Schack von Staffeldt,Fugleapotheose,Samlede digte,1769,1826,215.0
grundtvig11val_workid162471, N.F.S. Grundtvig,Var vandet alene,SAMLET UDGAVE,1783,1872,230.0
grundtvig11val_workid67810, N.F.S. Grundtvig,Nu bede vi den hellig-aand,SAMLET UDGAVE,1783,1872,198.0
boedtcher01_workid62319, Ludvig Bødtcher,I a. oehlenschlägers album,SAMLEDE DIGTE,1793,1874,119.0
juelh02val_workid61171, Erna Juel-Hansen,De tolv smaa -?,SEX NOVELLER,1845,1922,2041.0
grundtvig12val_workid80308, N.F.S. Grundtvig,Israels hæder,SAMLET UDGAVE,1783,1872,251.0
ingemann01_workid67711, B.S. Ingemann,De tvende draaber,Fjorten Eventyr og Fortællinger,1789,1862,1014.0
holb11val_workid64496, Ludvig Holberg,Epistola 196,"Værker i tolv bind, XI<lb xml:id=""idm140209967157744""/> EPISTLER",1684,1754,808.0
claussen06val_workid58398, Sophus Claussen,Vaaren og træet,Lyrik IV,1865,1931,1051.0
bording01val_workid95262, Anders Bording,Jt bedre paafund ingen veed,Digte,1619,1677,377.0
claussen11val_workid61580, Sophus Claussen,Til bjørnstjerne bjørnson,Lyrik IX:1,1865,1931,530.0
stuckenberg02_workid78600, Viggo Stuckenberg,Der var en prins,SAMLEDE VÆRKER,1863,1905,167.0
claussen05val_workid59559, Sophus Claussen,Stævnemødet,Lyrik III,1865,1931,261.0
hertz09_lev_workid76501, Henrik Hertz,Dronning caroline amalia,Digte fra forskjellige Perioder,1798,1870,325.0
kingo04val_workid106987, Thomas Kingo,O herre frels mig og døm min sag,Samlede Skrifter 4,1634,1703,221.0
stub01val_workid70106, Ambrosius Stub,Af tre blev dend ene,Digte,1705,1758,484.0
kingo09val_workid64011, Thomas Kingo,"Dend prægtig sool, som hele verden glæder (dk)",Digtning i udvalg,1634,1703,640.0
kaalund01_workid56719, H. V. Kaalund,Alverden er syg.,SAMLEDE DIGTE,1818,1885,117.0
grundtvig12val_workid60682, N.F.S. Grundtvig,Ingemans romaner.,SAMLET UDGAVE,1783,1872,361.0
wintherchr01val_workid100442, Christian Winther,Tyendesang,Poetiske Skrifter 1,1796,1876,212.0
claussen06val_workid63037, Sophus Claussen,Atter jeg gik i den sludfyldte by,Lyrik IV,1865,1931,452.0
hertz10_lev_workid76020, Henrik Hertz,Sommergjækken,Blandede Digte,1798,1870,408.0
claussen08val_workid58259, Sophus Claussen,Skumringsbillede,Lyrik VI,1865,1931,167.0
worm01val_workid103772, Jacob Worms,Til hands kones moder,SKRIFTER,1642,1693,510.0
aakjaer01val_workid60864, Jeppe Aakjær,Salmetone,SAMLEDE VÆRKER I,1866,1930,159.0
holb11val_workid62329, Ludvig Holberg,Epistola 144,"Værker i tolv bind, XI<lb xml:id=""idm140209967157744""/> EPISTLER",1684,1754,1467.0
jacobjp08val_workid63236, J.P. Jacobsen,Faustina (dk),Lyrik og prosa,1847,1885,334.0
oehl01val_workid69904, Adam Oehlenschläger,"Til havet, af 'øen i sydhavet'",POETISKE SKRIFTER I,1779,1850,458.0
holb11val_workid69019, Ludvig Holberg,Epistola 505,"Værker i tolv bind, XI<lb xml:id=""idm140209967157744""/> EPISTLER",1684,1754,1957.0
claussen09val_workid61408, Sophus Claussen,Frugtbarhedens tog,Lyrik VII,1865,1931,149.0
rode_13_workid55711, Helge Rode,Sidste nyt,DEN VILDE ROSE,1870,1937,494.0
stuckenberg02_workid96520, Viggo Stuckenberg,Erantis,SAMLEDE VÆRKER,1863,1905,355.0
claussen08val_workid57060, Sophus Claussen,Heroica [undertitel],Lyrik VI,1865,1931,221.0
wied01val_workid77480, Gustav Wied,"Kæreste ingeborg s., en kvinde, som trænger til ømhed",Romaner Noveller Skuespil 1,1858,1914,1889.0
claussen04val_workid63262, Sophus Claussen,Pastorale,Lyrik II,1865,1931,511.0
grundtvig11val_workid151753, N.F.S. Grundtvig,Samtlig her vi helligholde,SAMLET UDGAVE,1783,1872,209.0
moeller01val_workid61006, Poul Martin Møller,Til en søster [1],SKRIFTER I UDVALG,1794,1838,434.0
drachmann01_workid60643, Holger Drachmann,Hammershus,SAMLEDE POETISKE SKRIFTER FØRSTE BIND,1846,1908,188.0
plough01_workid80789, Carl Ploug,Peder tordenskjold,SAMLEDE DIGTE,1813,1894,760.0
stub02val_workid56512, Ambrosius Stub,Dig være lov og priis o herre christ,Digte,1705,1758,189.0
kaalund01_workid70290, H. V. Kaalund,Mine haab.,SAMLEDE DIGTE,1818,1885,182.0
richardt01_workid68180, Christian Richardt,Studenter-jubilæum.,SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL,1831,1892,222.0
hcaeventyr05val_workid89136, Hans Christian Andersen,Krøblingen,Eventyr V,1805,1875,3899.0
grundtvig11val_workid62701, N.F.S. Grundtvig,O store gud! vi love dig,SAMLET UDGAVE,1783,1872,427.0
stuckenberg02_workid65165, Viggo Stuckenberg,Gyldne agre,SAMLEDE VÆRKER,1863,1905,116.0
kaalund01_workid70204, H. V. Kaalund,Sommerfugl og østers.,SAMLEDE DIGTE,1818,1885,107.0
claussen11val_workid58194, Sophus Claussen,Vidunderlige hav . . .,Lyrik IX:1,1865,1931,107.0
staffeldt01val_workid111933, Schack von Staffeldt,Genien,Samlede digte,1769,1826,731.0
blich06_workid81952, Steen Steensen Blicher,Digterens lyksalighed,Udvalgte Værker,1782,1848,389.0
hertz10_lev_workid60121, Henrik Hertz,Skriftemaalet,Blandede Digte,1798,1870,828.0
stuckenberg02_workid82432, Viggo Stuckenberg,Sveitseren,SAMLEDE VÆRKER,1863,1905,277.0
grundtvig10val_workid68313, N.F.S. Grundtvig,Valgdagen i kjerteminde,UDVALGTE SKRIFTER,1783,1872,2365.0
aakjaer02val_workid64114, Jeppe Aakjær,Vor barndoms bæk.,SAMLEDE VÆRKER II,1866,1930,793.0
grundtvig02val_workid58530, N.F.S. Grundtvig,Korstog i nutiden,UDVALGTE SKRIFTER,1783,1872,672.0
bording01val_workid133831, Anders Bording,"Den salig her og hisset er, som sig",Digte,1619,1677,200.0
wintherchr01val_workid83149, Christian Winther,Den grønne bog,Poetiske Skrifter 1,1796,1876,141.0
aakjaer01val_workid70868, Jeppe Aakjær,Pinsevise,SAMLEDE VÆRKER I,1866,1930,206.0
wied05val_workid142229, Gustav Wied,H. c. andersen,ROMANER NOVELLER SKUESPIL,1858,1914,6363.0
aakjaer01val_workid59167, Jeppe Aakjær,Hyldest-telegram,SAMLEDE VÆRKER I,1866,1930,138.0
michs_03_workid59144, Sophus Michaëlis,Du kom,SOLBLOMSTER,1865,1932,273.0
stuckenberg02_workid89106, Viggo Stuckenberg,Drag ud,SAMLEDE VÆRKER,1863,1905,103.0
moeller02val_workid56636, Poul Martin Møller,Forsøg til himmelbrev,SKRIFTER I UDVALG,1794,1838,1405.0
munp1_workid58872, Gustaf Munch-Petersen,Vaarbebudelse,samlede skrifter I,1912,1938,101.0
stub01val_workid64078, Ambrosius Stub,Overskrivt over p. clausens kramboe i ærøeskiøbing,Digte,1705,1758,142.0
staffeldt01val_workid92482, Schack von Staffeldt,Troubadouren,Samlede digte,1769,1826,326.0
kingo03val_workid79857, Thomas Kingo,"Hvorfor, mit hierte, klemmiss du",Samlede Skrifter 3,1634,1703,841.0
aare02val_workid59711, Emil Aarestrup,Den 15de juni 1833.,Samlede Skrifter II,1800,1856,174.0
richardt03_workid87565, Christian Richardt,Til marie.,SAMLEDE DIGTE. TREDJE DEEL.,1831,1892,241.0
blich06_workid82225, Steen Steensen Blicher,"Over en lærke, som hungrede tildøde",Udvalgte Værker,1782,1848,140.0
oehl01val_workid61309, Adam Oehlenschläger,Nissen og madamen,POETISKE SKRIFTER I,1779,1850,637.0
rode_08_workid59165, Helge Rode,Dybbøl mølle,DEN STILLE HAVE,1870,1937,109.0
kaalund01_workid56065, H. V. Kaalund,Thorvaldsens 'psyche sælger amoriner'.,SAMLEDE DIGTE,1818,1885,543.0
