file_id	author	title	volume	birth	death
kingo09val_workid85466	 Thomas Kingo	Glad vise	Digtning i udvalg	1634	1703
palladius01val_workid92592	 Peter Palladius	Expeditiones pro pastoribus	Danske Skrifter	1503	1560
rode_02_workid59360	 Helge Rode	For god!	DIGTE	1870	1937
staffeldt01val_workid74824	 Schack von Staffeldt	Fortrydelse. sonnet	Samlede digte	1769	1826
grundtvig11val_workid57825	 N.F.S. Grundtvig	Den christne kirke	SAMLET UDGAVE	1783	1872
claussen04val_workid56696	 Sophus Claussen	Hvidtjørn	Lyrik II	1865	1931
claussen09val_workid69117	 Sophus Claussen	Hendes kjoler	Lyrik VII	1865	1931
kingo01val_workid89830	 Thomas Kingo	Gravskrift over caspar henrich eggers 1696	Samlede Skrifter 1	1634	1703
claussen08val_workid61877	 Sophus Claussen	Inde fra klodens værksted	Lyrik VI	1865	1931
aare04val_workid68359	 Emil Aarestrup	Vi har ført op et lille skuespil	Samlede Skrifter IV	1800	1856
staffeldt01val_workid74135	 Schack von Staffeldt	Iv. ved tizians liggende venus1)	Samlede digte	1769	1826
rode_02_workid61085	 Helge Rode	Aand	DIGTE	1870	1937
jacob03val_workid72542	 J.P. Jacobsen	Anne   charlotte	Samlede Værker III	1847	1885
kingo01val_workid98727	 Thomas Kingo	Fynske mercurius (til lyxdorff) 1684	Samlede Skrifter 1	1634	1703
rode_02_workid57514	 Helge Rode	Den, der har dødens tanke	DIGTE	1870	1937
brorson03grval_workid65659	 Hans Adolph Brorson	Min søster har det mageligt	Samlede skrifter	1694	1764
aare01val_workid57293	 Emil Aarestrup	Skjøn lilaly.	Samlede Skrifter I	1800	1856
munp1_workid75339	 Gustaf Munch-Petersen	Min broder er paa gale veje	samlede skrifter I	1912	1938
wintherchr01val_workid96821	 Christian Winther	I sommer, da vi havde det yndige veir	Poetiske Skrifter 1	1796	1876
bording01val_workid131157	 Anders Bording	Pius vivam, nunc est hora	Digte	1619	1677
michs_03_workid68794	 Sophus Michaëlis	Sorg	SOLBLOMSTER	1865	1932
munp1_workid72997	 Gustaf Munch-Petersen	Mod jerusalem	samlede skrifter I	1912	1938
bording01val_workid108334	 Anders Bording	Ach mit hierte vill besvime	Digte	1619	1677
boedtcher01_workid83044	 Ludvig Bødtcher	Sang til kongen (1860)	SAMLEDE DIGTE	1793	1874
aakjaer01val_workid97452	 Jeppe Aakjær	Hjemme	SAMLEDE VÆRKER I	1866	1930
wintherchr01val_workid90805	 Christian Winther	Studentervise	Poetiske Skrifter 1	1796	1876
aakjaer01val_workid78457	 Jeppe Aakjær	Du og jeg	SAMLEDE VÆRKER I	1866	1930
wintherchr01val_workid96697	 Christian Winther	Jeg taug nu saalænge stille -	Poetiske Skrifter 1	1796	1876
michs_11_workid59581	 Sophus Michaëlis	Livets port	ROMERSK FORAAR	1865	1932
kingo04val_workid78257	 Thomas Kingo	Vestenvinden.	Samlede Skrifter 4	1634	1703
claussen09val_workid68068	 Sophus Claussen	Morgenprækener	Lyrik VII	1865	1931
aakjaer02val_workid59295	 Jeppe Aakjær	Imellem to mørke høje.	SAMLEDE VÆRKER II	1866	1930
stuckenberg02_workid84452	 Viggo Stuckenberg	Krager	SAMLEDE VÆRKER	1863	1905
richardt01_workid78097	 Christian Richardt	En skikkelig mand.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892
wintherchr01val_workid102566	 Christian Winther	Vil du t roe mig, naar jeg siger	Poetiske Skrifter 1	1796	1876
kingo04val_workid71191	 Thomas Kingo	Lov og tak og ævig ære	Samlede Skrifter 4	1634	1703
wintherchr01val_workid82424	 Christian Winther	I  rom 1854	Poetiske Skrifter 1	1796	1876
kaalund01_workid62082	 H. V. Kaalund	Til trankebar!	SAMLEDE DIGTE	1818	1885
hcaeventyr01val_workid64656	 Hans Christian Andersen	Han vandred i øster og vester . . .	Eventyr I	1805	1875
stuckenberg02_workid88839	 Viggo Stuckenberg	Ved aarhundred-skiftet nytaarsnat 1900-1901	SAMLEDE VÆRKER	1863	1905
claussen06val_workid60534	 Sophus Claussen	Livets kermesse	Lyrik IV	1865	1931
aare04val_workid66908	 Emil Aarestrup	I sydens dal den hvide fos sig styrter	Samlede Skrifter IV	1800	1856
claussen11val_workid78263	 Sophus Claussen	Hvide sne - lys over landet	Lyrik IX:1	1865	1931
bording01val_workid119375	 Anders Bording	Op hiertens suck oc graad vær rede	Digte	1619	1677
aare01val_workid71787	 Emil Aarestrup	Bøn.	Samlede Skrifter I	1800	1856
plough01_workid94186	 Carl Ploug	Georg aagaard	SAMLEDE DIGTE	1813	1894
larsenthfiredigt_workid59904	 Thøger Larsen	Digte	Fire digtsamlinger 1904-1912	1875	1928
wintherchr01val_workid90501	 Christian Winther	Hensjunken i mit hjertes drøm	Poetiske Skrifter 1	1796	1876
kingo09val_workid61286	 Thomas Kingo	Dagen er snart runden hen (dk)	Digtning i udvalg	1634	1703
blich04_workid75253	 Steen Steensen Blicher	Præsten i vejlbye	Udvalgte Værker	1782	1848
grundtvig11val_workid126098	 N.F.S. Grundtvig	Klapper i haand, alle folke-færd	SAMLET UDGAVE	1783	1872
grundtvig05val_workid54328	 N.F.S. Grundtvig	Kong harald og ansgar	UDVALGTE SKRIFTER	1783	1872
schandorph02val_workid62908	 Sophus Schandorph	Et glimt	FORTÆLLINGER ANDET BIND	1836	1901
aare01val_workid68340	 Emil Aarestrup	Middagen.	Samlede Skrifter I	1800	1856
michs_11_workid65528	 Sophus Michaëlis	Danmarks hjerte	ROMERSK FORAAR	1865	1932
claussen04val_workid56447	 Sophus Claussen	Til albert gottschalk	Lyrik II	1865	1931
claussen09val_workid55760	 Sophus Claussen	Pernille	Lyrik VII	1865	1931
aakjaer01val_workid85466	 Jeppe Aakjær	Glad vise	SAMLEDE VÆRKER I	1866	1930
wied05val_workid90669	 Gustav Wied	En mindefest	ROMANER NOVELLER SKUESPIL	1858	1914
munp2_workid66428	 Gustaf Munch-Petersen	Overmaade fuld af naade	samlede skrifter II	1912	1938
munp1_workid59715	 Gustaf Munch-Petersen	Døden	samlede skrifter I	1912	1938
moeller01val_workid56239	 Poul Martin Møller	St. laurentius	SKRIFTER I UDVALG	1794	1838
brorson02val_workid92222	 Hans Adolph Brorson	Flye min aand, og bryd med styrke	Samlede skrifter	1694	1764
larsenthfiredigt_workid72356	 Thøger Larsen	Rubáiyát	Fire digtsamlinger 1904-1912	1875	1928
blich06_workid67935	 Steen Steensen Blicher	Urfuglen [uddrag]	Udvalgte Værker	1782	1848
claussen04val_workid55748	 Sophus Claussen	Udenlands	Lyrik II	1865	1931
kaalund01_workid76080	 H. V. Kaalund	Spædkalven.	SAMLEDE DIGTE	1818	1885
claussen07val_workid63252	 Sophus Claussen	Verbena	Lyrik V	1865	1931
grundtvig12val_workid116006	 N.F.S. Grundtvig	Hil dig, vor fane	SAMLET UDGAVE	1783	1872
rode_02_workid59205	 Helge Rode	Sommeraften	DIGTE	1870	1937
drachmann01_workid59955	 Holger Drachmann	Nyt liv	SAMLEDE POETISKE SKRIFTER FØRSTE BIND	1846	1908
aare04val_workid61732	 Emil Aarestrup	Jomfru else, jomfru else	Samlede Skrifter IV	1800	1856
claussen08val_workid57352	 Sophus Claussen	Erobrere	Lyrik VI	1865	1931
sthen01val_workid74026	 Hans Christensen Sthen	En tacksigelse til den hellige trefoldighed, for guds høymæctige velgierninger...	Skrifter I En liden Vandrebog	1544	1610
palladius03val_nodecls_139651356752704	 Peter Palladius		Danske Skrifter	1503	1560
kaalund01_workid94717	 H. V. Kaalund	Til otto haslunds billeder af hestens liv.	SAMLEDE DIGTE	1818	1885
grundtvig04val_workid75347	 N.F.S. Grundtvig	Saxe runemester	UDVALGTE SKRIFTER	1783	1872
aakjaer01val_workid69240	 Jeppe Aakjær	Kom mi bette kipkal	SAMLEDE VÆRKER I	1866	1930
boedtcher01_workid79658	 Ludvig Bødtcher	En julesang (1824)	SAMLEDE DIGTE	1793	1874
oehl01val_workid72774	 Adam Oehlenschläger	Anders-skov	POETISKE SKRIFTER I	1779	1850
rode_04_workid55515	 Helge Rode	Kløver	ARIEL. EN DIGTSAMLING	1870	1937
richardt03_workid81140	 Christian Richardt	Bryllupsviser.	SAMLEDE DIGTE. TREDJE DEEL.	1831	1892
stub01val_workid73016	 Ambrosius Stub	Grav-skrivt over socrates	Digte	1705	1758
rode_08_workid59823	 Helge Rode	Min fader	DEN STILLE HAVE	1870	1937
ewald02dkval_workid64450	 Johannes Ewald	Det nye aar 1779 (dk)	Udvalgte digte	1743	1781
ewald04val_workid61041	 Johannes Ewald	Philet en fortælning [andet oplag]	Samlede skrifter	1743	1781
claussen03val_workid61392	 Sophus Claussen	Hilsen*	Lyrik I	1865	1931
bang02val_workid96871	 Herman Bang	Julegaver	Værker i Mindeudgave 2	1857	1912
staffeldt01val_workid91959	 Schack von Staffeldt	Ix. 2	Samlede digte	1769	1826
wesselhhl_workid65010	 Johan Herman Wessel	Det stiaalne taft	Samlede Digte	1742	1785
grundtvig11val_workid95075	 N.F.S. Grundtvig	Kan gamle folk gienfødes	SAMLET UDGAVE	1783	1872
brorson03grval_workid76607	 Hans Adolph Brorson	See! hvor klarer det nu op paa jorden.	Samlede skrifter	1694	1764
richardt02_workid63915	 Christian Richardt	Bosporos.	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892
aare04val_workid70162	 Emil Aarestrup	Fiskeren	Samlede Skrifter IV	1800	1856
wintherchr01val_workid100700	 Christian Winther	At den forblummet juvenal	Poetiske Skrifter 1	1796	1876
richardt01_workid66781	 Christian Richardt	Telegrafen over st. gotthard.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892
worm01val_workid61337	 Jacob Worms	Studiosus lamentans det er studenternis graad	SKRIFTER	1642	1693
kaalund01_workid95688	 H. V. Kaalund	I en bortrejsende dames stambog.	SAMLEDE DIGTE	1818	1885
rode_02_workid55807	 Helge Rode	Jeg, menneske	DIGTE	1870	1937
munp2_workid59887	 Gustaf Munch-Petersen	The certainty	samlede skrifter II	1912	1938
michs_03_workid68615	 Sophus Michaëlis	Urskov	SOLBLOMSTER	1865	1932
kingo01val_workid89449	 Thomas Kingo	Gravskrift over biskop bagger 1693	Samlede Skrifter 1	1634	1703
kingo02val_workid69089	 Thomas Kingo	Nytaarsønske til chr. v 1679	Samlede Skrifter 2	1634	1703
munp2_workid71662	 Gustaf Munch-Petersen	Kammerater!	samlede skrifter II	1912	1938
baggesen01val_workid94483	 Jens Baggesen	Døden og doctoren eller den sorte pest	Eventyr og Fortællinger	1764	1826
plough01_workid62076	 Carl Ploug	Kompagniets skibbrud	SAMLEDE DIGTE	1813	1894
claussen07val_workid64614	 Sophus Claussen	Nattevagt	Lyrik V	1865	1931
aare04val_workid62586	 Emil Aarestrup	Professor clausen og væver hansen	Samlede Skrifter IV	1800	1856
kingo04val_workid60450	 Thomas Kingo	Naar jeg betænker ræt dend stund	Samlede Skrifter 4	1634	1703
larsenk_08_workid54088	 Karl Larsen	En politiker	DET SPRINGENDE PUNKT	1860	1931
larsenthfiredigt_workid68087	 Thøger Larsen	Hymne til skibet	Fire digtsamlinger 1904-1912	1875	1928
bording01val_workid138992	 Anders Bording	Ah at dog en trois gnist	Digte	1619	1677
kingo04val_workid122035	 Thomas Kingo	Ah levende gud jeg bekiender for dig	Samlede Skrifter 4	1634	1703
richardt01_workid60392	 Christian Richardt	Modersorg.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892
staffeldt01val_workid86492	 Schack von Staffeldt	Vi. ved bonapartes billede	Samlede digte	1769	1826
aakjaer01val_workid55565	 Jeppe Aakjær	I nattens time	SAMLEDE VÆRKER I	1866	1930
munp1_workid74776	 Gustaf Munch-Petersen	Foraar	samlede skrifter I	1912	1938
grundtvig12val_workid85529	 N.F.S. Grundtvig	Marie , hun sad paa hø og straa	SAMLET UDGAVE	1783	1872
larsenthfiredigt_workid64352	 Thøger Larsen	Prolog ved en forestilling af schattenspiel an der wand	Fire digtsamlinger 1904-1912	1875	1928
brorson01_workid124652	 Hans Adolph Brorson	See! livets væld er fuld,	Samlede skrifter	1694	1764
bording01val_workid127481	 Anders Bording	Beklemte siæl/ hvad vilt du vanke	Digte	1619	1677
bagger01val_workid78282	 Carl Bagger	Næsbyhoved-sø	UDVALGTE SKRIFTER	1807	1846
rode_02_workid56355	 Helge Rode	Hvor er mit haab -	DIGTE	1870	1937
grundtvig12val_workid70495	 N.F.S. Grundtvig	Da moses ned ad bjerget steg	SAMLET UDGAVE	1783	1872
claussen05val_workid59255	 Sophus Claussen	Demaskering	Lyrik III	1865	1931
aakjaer01val_workid60381	 Jeppe Aakjær	En synd	SAMLEDE VÆRKER I	1866	1930
worm01val_workid106915	 Jacob Worms	Den fredsstiftende fyrste erobrer freden med sejrrige våben,	SKRIFTER	1642	1693
boedtcher01_workid62154	 Ludvig Bødtcher	Til a. oehlenschläger	SAMLEDE DIGTE	1793	1874
richardt01_workid72878	 Christian Richardt	Kongens skaal.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892
rode_01_workid58688	 Helge Rode	Den fremmede	HVIDE BLOMSTER	1870	1937
munp1_workid76005	 Gustaf Munch-Petersen	Morgentime	samlede skrifter I	1912	1938
blich06_workid86291	 Steen Steensen Blicher	Irrisken	Udvalgte Værker	1782	1848
grundtvig11val_workid147120	 N.F.S. Grundtvig	Min sjæl og aand! opsving du dig	SAMLET UDGAVE	1783	1872
michs_02_workid54087	 Sophus Michaëlis	Kraft	VANEMENNESKER	1865	1932
rode_02_workid58057	 Helge Rode	Livet med sin brude-skare	DIGTE	1870	1937
richardt03_workid75453	 Christian Richardt	Ved indvielsen af	SAMLEDE DIGTE. TREDJE DEEL.	1831	1892
ewald02dkval_workid55774	 Johannes Ewald	Tanker i anledning af frøken sophia dorthea v. holstein's dødsfald (dk)	Udvalgte digte	1743	1781
aare03val_workid69576	 Emil Aarestrup	Paa bjerget	Aarestrup vol 3	1800	1856
wesselhhl_workid84064	 Johan Herman Wessel	Naar jeg formaaer, jeg gierne vil	Samlede Digte	1742	1785
drachmann01_workid68545	 Holger Drachmann	Jeg synger mine sange	SAMLEDE POETISKE SKRIFTER FØRSTE BIND	1846	1908
munp1_workid61416	 Gustaf Munch-Petersen	En tak	samlede skrifter I	1912	1938
grundtvig11val_workid71262	 N.F.S. Grundtvig	Christendom i verdens mund	SAMLET UDGAVE	1783	1872
ewald02dkval_workid69053	 Johannes Ewald	Arme skrog gaaer i tog	Udvalgte digte	1743	1781
schandorph02val_workid63945	 Sophus Schandorph	En københavnstur i gamle dage	FORTÆLLINGER ANDET BIND	1836	1901
worm01val_workid85831	 Jacob Worms	Over smagen	SKRIFTER	1642	1693
brorson01_workid72046	 Hans Adolph Brorson	Kom, hierte! tag dit regne-bret,	Samlede skrifter	1694	1764
wied05val_workid97011	 Gustav Wied	Herrens venner...	ROMANER NOVELLER SKUESPIL	1858	1914
kingo04val_workid110174	 Thomas Kingo	Guds søn er kommen aff himmelen ned	Samlede Skrifter 4	1634	1703
richardt02_workid76944	 Christian Richardt	Ved indvielsen af n. zahles skoler.	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892
kaalund01_workid65968	 H. V. Kaalund	Mørk himmel.	SAMLEDE DIGTE	1818	1885
gyllem15_workid54099	 Thomasine Gyllembourg	Stuk (danske klassikere)	Ægtestand	1773	1856
claussen08val_workid56074	 Sophus Claussen	Hexameterbreve	Lyrik VI	1865	1931
aare02val_workid65130	 Emil Aarestrup	Hvilke ætherregioner	Samlede Skrifter II	1800	1856
claussen03val_workid75516	 Sophus Claussen	Salme. (af 'jens langkniv'.)	Lyrik I	1865	1931
rode_02_workid61314	 Helge Rode	Da nansen kom hjem	DIGTE	1870	1937
kingo01val_workid94900	 Thomas Kingo	Paa en fattigblok ved skibsbroen i faaborg	Samlede Skrifter 1	1634	1703
claussen04val_workid61006	 Sophus Claussen	Til en søster [1]	Lyrik II	1865	1931
claussen06val_workid56248	 Sophus Claussen	Poeten og folket	Lyrik IV	1865	1931
michs_03_workid58995	 Sophus Michaëlis	Sirene	SOLBLOMSTER	1865	1932
aarestrup07val_workid59013	 Emil Aarestrup	Nordexpeditionen (dk)	Udvalgte digte	1800	1856
stuckenberg02_workid67778	 Viggo Stuckenberg	Vilde kørvel	SAMLEDE VÆRKER	1863	1905
stuckenberg02_workid67095	 Viggo Stuckenberg	Septemberaften (ii)	SAMLEDE VÆRKER	1863	1905
wintherchr01val_workid76155	 Christian Winther	Prolog	Poetiske Skrifter 1	1796	1876
jacobjp08val_workid64806	 J.P. Jacobsen	Har dagen sanket al sin sorg (dk)	Lyrik og prosa	1847	1885
wintherchr02val_workid97829	 Christian Winther	Tvekampen	Poetiske Skrifter 2	1796	1876
stub01val_workid73301	 Ambrosius Stub	En drikke-skaal	Digte	1705	1758
larsenthfiredigt_workid68234	 Thøger Larsen	Vintergæk	Fire digtsamlinger 1904-1912	1875	1928
grundtvig11val_workid111359	 N.F.S. Grundtvig	Glæden, hun er født i dag	SAMLET UDGAVE	1783	1872
kingo04val_workid56646	 Thomas Kingo	Vor frelser jesum vi tilbede	Samlede Skrifter 4	1634	1703
aare02val_workid64066	 Emil Aarestrup	Fangen og fangevogteren.	Samlede Skrifter II	1800	1856
claussen04val_workid59938	 Sophus Claussen	Balaften	Lyrik II	1865	1931
aare03val_workid57153	 Emil Aarestrup	Fjeldspringet	Aarestrup vol 3	1800	1856
aarestrup07val_workid72304	 Emil Aarestrup	Flugt (dk)	Udvalgte digte	1800	1856
goldschmidt02t_workid65873	 Meir Aron Goldschmidt	Bjergtagen ii	Noveller og andre fortællinger	1819	1887
richardt01_workid59468	 Christian Richardt	Fuglekvidder.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892
kingo04val_workid116290	 Thomas Kingo	Jesus op paa korset stood	Samlede Skrifter 4	1634	1703
wesselhhl_workid84581	 Johan Herman Wessel	Impromptu over tandpine	Samlede Digte	1742	1785
kingo03val_workid94551	 Thomas Kingo	Under piletræet.	Samlede Skrifter 3	1634	1703
kingo04val_workid69586	 Thomas Kingo	Vi christum love hver og een	Samlede Skrifter 4	1634	1703
michs_03_workid65904	 Sophus Michaëlis	Drøm	SOLBLOMSTER	1865	1932
richardt03_workid87728	 Christian Richardt	Bethlehems-stjernen.	SAMLEDE DIGTE. TREDJE DEEL.	1831	1892
bording01val_workid77036	 Anders Bording	Kom ædle sindsens trøsterinde	Digte	1619	1677
claussen09val_workid75538	 Sophus Claussen	Kvindemodel	Lyrik VII	1865	1931
grundtvig11val_workid115557	 N.F.S. Grundtvig	Hvad maa mit hjerte sige	SAMLET UDGAVE	1783	1872
staffeldt01val_workid61890	 Schack von Staffeldt	Budet	Samlede digte	1769	1826
blich06_workid87848	 Steen Steensen Blicher	Svanen	Udvalgte Værker	1782	1848
paludanm01_workid98413	 Frederik Paludan-Müller	Slaven (1838)	POETISKE SKRIFTER I UDVALG I. BIND	1809	1876
stuckenberg02_workid89269	 Viggo Stuckenberg	Efteraar	SAMLEDE VÆRKER	1863	1905
kingo09val_workid74417	 Thomas Kingo	Aandelig siunge-koor, anden part, 1.udgave 1681 (dk)	Digtning i udvalg	1634	1703
richardt01_workid86703	 Christian Richardt	Fra »nordisk højtid«.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892
ewald04val_workid78227	 Johannes Ewald	En passions-sang [stabat mater]. dansk efterligning (1772)	Samlede skrifter	1743	1781
munp1_workid81281	 Gustaf Munch-Petersen	Lyn i havet	samlede skrifter I	1912	1938
plough01_workid80144	 Carl Ploug	Johan christian drewsen	SAMLEDE DIGTE	1813	1894
aakjaer02val_workid63767	 Jeppe Aakjær	Søndag i morgen.	SAMLEDE VÆRKER II	1866	1930
stub01val_workid58617	 Ambrosius Stub	Sent hjem	Digte	1705	1758
michs_01_workid60621	 Sophus Michaëlis	Man tror -	DIGTE	1865	1932
blich07_workid55700	 Steen Steensen Blicher	Vestlig profil af den cimbriske halvøe	Udvalgte Værker	1782	1848
aarestrup06d_nodecls_140189085407536	 Emil Aarestrup		Samlede Skrifter, IV Noter	1800	1856
wintherchr01val_workid83548	 Christian Winther	Allerstørste præst, som dig	Poetiske Skrifter 1	1796	1876
stuckenberg02_workid93015	 Viggo Stuckenberg	Kærlighedsdigte	SAMLEDE VÆRKER	1863	1905
grundtvig11val_workid79252	 N.F.S. Grundtvig	O jesus, præst i evighed	SAMLET UDGAVE	1783	1872
staffeldt01val_workid91337	 Schack von Staffeldt	Ii. stoicismus	Samlede digte	1769	1826
claussen03val_workid62852	 Sophus Claussen	Første gang	Lyrik I	1865	1931
michs_11_workid63871	 Sophus Michaëlis	Et fædreland som kirkegaard	ROMERSK FORAAR	1865	1932
larsenthfiredigt_workid67935	 Thøger Larsen	Urfuglen [uddrag]	Fire digtsamlinger 1904-1912	1875	1928
hertz09_lev_workid69329	 Henrik Hertz	Fragment (4) (dk)	Digte fra forskjellige Perioder	1798	1870
ewald06val_workid64708	 Johannes Ewald	Johannes ewalds levnet og meeninger	Samlede skrifter	1743	1781
michs_03_workid67387	 Sophus Michaëlis	Fryd dig i guds behag	SOLBLOMSTER	1865	1932
wintherchr01val_workid101280	 Christian Winther	Jeg seer dig hisset tydeligt	Poetiske Skrifter 1	1796	1876
grundtvig11val_workid128860	 N.F.S. Grundtvig	Dag uden mage	SAMLET UDGAVE	1783	1872
richardt01_workid91202	 Christian Richardt	Danmark. ved studenter-jubilæet 1848-74.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892
aakjaer02val_workid65012	 Jeppe Aakjær	Den døde lærke.	SAMLEDE VÆRKER II	1866	1930
kingo04val_workid91918	 Thomas Kingo	Ipsara	Samlede Skrifter 4	1634	1703
boedtcher01_workid86287	 Ludvig Bødtcher	Indskrift paa en guldtumling	SAMLEDE DIGTE	1793	1874
kingo01val_workid88172	 Thomas Kingo	Gravskrift over thomas bartholin og rasmus winding	Samlede Skrifter 1	1634	1703
aakjaer02val_workid68334	 Jeppe Aakjær	Piger paa engen.	SAMLEDE VÆRKER II	1866	1930
wied05val_workid143508	 Gustav Wied	Et par handsker eller damen fra landet	ROMANER NOVELLER SKUESPIL	1858	1914
claussen11val_workid70718	 Sophus Claussen	Saa vandrer vi over aarets bro . . .	Lyrik IX:1	1865	1931
richardt02_workid62874	 Christian Richardt	Takken.	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892
richardt02_workid98671	 Christian Richardt	Martin hammerich	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892
ewald02dkval_workid60385	 Johannes Ewald	Til herr berling og jfr. godiche paa deres bryllupsdag den 9 october (dk)	Udvalgte digte	1743	1781
kingo04val_workid56540	 Thomas Kingo	O guds lam uskyldig	Samlede Skrifter 4	1634	1703
aakjaer01val_workid76252	 Jeppe Aakjær	Søren olesen	SAMLEDE VÆRKER I	1866	1930
munp1_workid59548	 Gustaf Munch-Petersen	Paa volden store bededag	samlede skrifter I	1912	1938
aare01val_workid72864	 Emil Aarestrup	Elegie [o hvor det lyser roligt, klart i mit drømmende indre!]	Samlede Skrifter I	1800	1856
aakjaer06val_workid65023	 Jeppe Aakjær	Mens pølsen koger	SAMLEDE VÆRKER	1866	1930
stuckenberg02_workid71584	 Viggo Stuckenberg	Tue bentsøns viser	SAMLEDE VÆRKER	1863	1905
aarestrup07val_workid70472	 Emil Aarestrup	Det ubegribelige (dk)	Udvalgte digte	1800	1856
aakjaer01val_workid66443	 Jeppe Aakjær	Den syge yngling	SAMLEDE VÆRKER I	1866	1930
aakjaer02val_workid87177	 Jeppe Aakjær	Var skylden min -	SAMLEDE VÆRKER II	1866	1930
ewald04val_workid58726	 Johannes Ewald	Philet en fortælning (1770)	Samlede skrifter	1743	1781
hcaeventyr02val_workid68601	 Hans Christian Andersen	Elverhøi.	Eventyr II	1805	1875
claussen11val_workid60721	 Sophus Claussen	I en klit ...	Lyrik IX:1	1865	1931
brorson01_workid107573	 Hans Adolph Brorson	Den luft hvori vi gaae,	Samlede skrifter	1694	1764
claussen05val_workid68356	 Sophus Claussen	Julebrev	Lyrik III	1865	1931
claussen07val_workid57084	 Sophus Claussen	Fribytterskæbne	Lyrik V	1865	1931
richardt03_workid65178	 Christian Richardt	Hede-gran og jule-gran.	SAMLEDE DIGTE. TREDJE DEEL.	1831	1892
richardt01_workid90503	 Christian Richardt	Adam oehlenschlägers minde.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892
staffeldt01val_workid68403	 Schack von Staffeldt	Erindringer [jeg hende saae, o søde minde]	Samlede digte	1769	1826
brorson02val_workid60989	 Hans Adolph Brorson	Jeg er rede til at bede	Samlede skrifter	1694	1764
richardt01_workid63740	 Christian Richardt	Ved det døde hav.	SAMLEDE DIGTE AF CHR. RICHARDT. FØRSTE DEEL	1831	1892
kingo04val_workid73776	 Thomas Kingo	Hvi samler sig den hedensk magt	Samlede Skrifter 4	1634	1703
wintherchr02val_workid67044	 Christian Winther	Hjortens flugt	Poetiske Skrifter 2	1796	1876
michs_11_workid64757	 Sophus Michaëlis	Der sad en svend i det sorte hul	ROMERSK FORAAR	1865	1932
hcaeventyr03val_workid56808	 Hans Christian Andersen	Suppe paa en pølsepind	Eventyr III	1805	1875
hertz10_lev_workid62791	 Henrik Hertz	Saa samler man sammen sit tøj og sig selv	Blandede Digte	1798	1870
boedtcher01_workid79485	 Ludvig Bødtcher	Sang (rahbeks sølvbryllup)	SAMLEDE DIGTE	1793	1874
nansen03ny_workid63607	 Peter Nansen	Troskabsprøven (novellesamling)	SAMLEDE SKRIFTER III	1861	1918
brorson01_workid91462	 Hans Adolph Brorson	Frisk op til fryd, alt christen-blod,	Samlede skrifter	1694	1764
michs_03_workid60122	 Sophus Michaëlis	Vort liv —	SOLBLOMSTER	1865	1932
kingo02val_workid76155	 Thomas Kingo	Prolog	Samlede Skrifter 2	1634	1703
rode_01_workid57388	 Helge Rode	Stambogsvers	HVIDE BLOMSTER	1870	1937
sthen01val_workid62613	 Hans Christensen Sthen	En vise om verdens suig, oc falske venner. siungis ... som den psalme: vaag op, vaag op i guds naffn	Skrifter I En liden Vandrebog	1544	1610
aakjaer01val_workid56115	 Jeppe Aakjær	Mejeristsang	SAMLEDE VÆRKER I	1866	1930
richardt02_workid88788	 Christian Richardt	Christus-troen.	SAMLEDE DIGTE. ANDEN DEEL.	1831	1892
hcaeventyr04val_workid58264	 Hans Christian Andersen	Mit brev jeg sender	Eventyr IV	1805	1875
grundtvig12val_workid74574	 N.F.S. Grundtvig	Der laa en stad paa marken	SAMLET UDGAVE	1783	1872
grundtvig11val_workid162009	 N.F.S. Grundtvig	Almindelig er chris ti kirke	SAMLET UDGAVE	1783	1872
brorson02val_workid130155	 Hans Adolph Brorson	Allevegne hvor jeg vanker	Samlede skrifter	1694	1764
claussen11val_workid67413	 Sophus Claussen	Toscanas elever	Lyrik IX:1	1865	1931
rode_04_workid58709	 Helge Rode	Det nyudsprungne træ	ARIEL. EN DIGTSAMLING	1870	1937
grundtvig04val_workid105079	 N.F.S. Grundtvig	Kors-banneret	UDVALGTE SKRIFTER	1783	1872
grundtvig05val_workid109024	 N.F.S. Grundtvig	Om daabs-pagten	UDVALGTE SKRIFTER	1783	1872
munp1_workid61521	 Gustaf Munch-Petersen	Den eneste	samlede skrifter I	1912	1938
rode_13_workid57508	 Helge Rode	Selvplageren	DEN VILDE ROSE	1870	1937
wesselhhl_workid68324	 Johan Herman Wessel	Supplicanterne	Samlede Digte	1742	1785
claussen11val_workid60401	 Sophus Claussen	Henrik pontoppidan. silhouet	Lyrik IX:1	1865	1931
